21ur-10239,2,/C18A11.5b.1/C18A11.5c.1
21ur-1025,2,/C50B6.3a.1/C50B6.3b.1
21ur-1028,2,/F45E4.9.1/F45E4.9.2
21ur-10282,2,/F01G4.1.1/F01G4.1.2
21ur-10287,1,/Y43C5B.3.1
21ur-1030,36,/F53F10.2a.1/F53F10.2a.10/F53F10.2a.11/F53F10.2a.12/F53F10.2a.13/F53F10.2a.2/F53F10.2a.3/F53F10.2a.4/F53F10.2a.5/F53F10.2a.6/F53F10.2a.7/F53F10.2a.8/F53F10.2a.9/F53F10.2c.1/F53F10.2c.2/F53F10.2c.3/F53F10.2c.5/F53F10.2c.6/F53F10.2c.7/F53F10.2d.1/F53F10.2d.2/F53F10.2d.3/F53F10.2f.2/H14A12.2a.1/H14A12.2a.2/H14A12.2b.1/H14A12.2b.10/H14A12.2b.11/H14A12.2b.2/H14A12.2b.3/H14A12.2b.4/H14A12.2b.5/H14A12.2b.6/H14A12.2b.7/H14A12.2b.8/H14A12.2b.9
21ur-10302,3,/D2045.6.1/D2045.6.2/D2045.6.3
21ur-10321,3,/F35G12.3a.1/F35G12.3a.2/F35G12.3b.1
21ur-10340,1,/C10H11.10.1
21ur-10346,4,/DY3.2.1/DY3.2.2/DY3.2.3/DY3.2.4
21ur-10351,1,/R10H10.6.1
21ur-1036,2,/C15F1.8.1/C15F1.8.2
21ur-10366,7,/F07B7.11.1/F07B7.4.1/F45F2.12.1/K06C4.12.1/K06C4.4.1/T10C6.11.1/T10C6.11.2
21ur-104,1,/F54D5.14.1
21ur-10418,2,/Y61A9LA.3a.1/Y61A9LA.3c.1
21ur-10429,4,/F52F12.7a.1/F52F12.7a.2/F52F12.7b.1/F52F12.7b.2
21ur-10431,3,/F20D12.4.1/F20D12.4.2/F20D12.4.3
21ur-10434,1,/H35N09.2.1
21ur-10437,2,/T25G3.4.1/T25G3.4.2
21ur-1046,2,/F38H4.7.1/F38H4.7.2
21ur-1047,2,/R148.1a.1/R148.1b.1
21ur-10475,1,/D2096.8.1
21ur-10477,1,/T05F1.2.1
21ur-10480,7,/Y37E3.17a.1/Y37E3.17a.2/Y37E3.17a.3/Y37E3.17b.1/Y37E3.17b.2/Y37E3.17c.1/Y37E3.17d.1
21ur-105,4,/F36A4.7.1/F36A4.7.2/F36A4.7.3/F36A4.7.4
21ur-1051,25,/F48A11.5a.1/F48A11.5a.2/F48A11.5a.3/F48A11.5a.4/F48A11.5a.5/F48A11.5a.6/F48A11.5a.7/F48A11.5a.8/F48A11.5b.1/F48A11.5b.2/F48A11.5b.3/F48A11.5b.4/F48A11.5b.5/F48A11.5b.6/F48A11.5b.7/F48A11.5b.8/F48A11.5c.1/F48A11.5c.2/F48A11.5c.3/F48A11.5c.4/F48A11.5e.1/F48A11.5e.2/F48A11.5e.3/F48A11.5e.4/Y57G7A.6.1
21ur-10532,2,/C14B1.2.1/C14B1.2.2
21ur-10542,3,/F38A1.8.1/F38A1.8.2/F38A1.8.3
21ur-10551,3,/Y14H12B.1a.1/Y14H12B.1b.1/Y14H12B.1c.1
21ur-10599,3,/ZK973.6a.1/ZK973.6b.1/ZK973.6c.1
21ur-106,1,/T10H9.3.1
21ur-1060,2,/F22B7.5a.1/F22B7.5b.1
21ur-1061,2,/F22G12.5a.1/F22G12.5c.1
21ur-10647,4,/T24D1.1b.1/T24D1.1c.1/T24D1.1c.2/T24D1.7.1
21ur-1069,1,/W03F9.2a.1
21ur-10700,2,/F36A2.14.1/F36A2.14.2
21ur-10750,2,/ZK1236.6.1/ZK1236.6.2
21ur-10766,1,/ZK265.3.1
21ur-10769,2,/K02B12.3.1/K02B12.3.2
21ur-1077,1,/F37B12.2.1
21ur-1079,2,/H02I12.1.1/H02I12.1.2
21ur-10791,2,/B0205.8.1/B0205.8.2
21ur-108,5,/F36A2.1a.1/F36A2.1a.2/F36A2.1b.1/F36A2.1c.1/F36A2.1d.1
21ur-10835,10,/K10B2.1a.1/K10B2.1a.2/K10B2.1a.3/K10B2.1b.1/K10B2.1b.2/K10B2.1b.3/K10B2.1c.1/K10B2.1c.2/K10B2.1d.1/K10B2.1d.2
21ur-10841,2,/T05H10.2.1/T05H10.2.2
21ur-10846,12,/R06A10.2a.1/R06A10.2a.2/R06A10.2a.3/R06A10.2a.4/R06A10.2a.5/R06A10.2a.6/R06A10.2a.7/R06A10.2a.8/R06A10.2b.1/R06A10.2b.2/R06A10.2b.3/R06A10.2b.4
21ur-10855,22,/F15G9.4a.1/F15G9.4b.1/F15G9.4d.1/F15G9.4e.1/F15G9.4f.1/T23B5.3a.1/T23B5.3a.2/T23B5.3a.3/T23B5.3c.1/T23B5.3c.10/T23B5.3c.2/T23B5.3c.3/T23B5.3c.4/T23B5.3c.5/T23B5.3c.6/T23B5.3c.7/T23B5.3c.8/T23B5.3c.9/T23B5.3d.1/T23B5.3d.2/T23B5.3e.1/T23B5.3e.2
21ur-10859,2,/K07F5.9.2/K07F5.9.3
21ur-10867,7,/F37B12.2.1/F58E10.3a.1/F58E10.3a.2/F58E10.3a.3/F58E10.3a.4/F58E10.3a.5/F58E10.3a.6
21ur-10871,4,/T16H12.3a.1/T16H12.3b.1/T16H12.3c.1/T16H12.3c.2
21ur-10887,1,/C05C8.2.1
21ur-10889,4,/C47D12.2.1/C47D12.2.2/F01F1.7.1/K05C4.4.1
21ur-10946,2,/F17C11.10.1/F17C11.10.2
21ur-10999,1,/C34G6.5.1
21ur-1104,5,/C41A3.1a.1/C41A3.1b.1/T21B10.7.1/T21B10.7.2/T21B10.7.3
21ur-1108,3,/D1007.6.1/F23F1.10.1/ZK652.9.1
21ur-1109,2,/R06F6.2.1/R06F6.2.2
21ur-1110,1,/EEED8.15.1
21ur-11102,8,/Y71G12B.11a.1/Y71G12B.11b.1/Y71G12B.11c.1/Y71G12B.11d.1/Y71G12B.11d.2/Y71G12B.11d.3/Y71G12B.11e.1/Y71G12B.11f.1
21ur-1112,2,/Y18H1A.1.1/Y48B6A.1.1
21ur-11127,2,/C09H6.1a.1/C09H6.1b.1
21ur-11180,5,/F45F2.10.1/F45F2.10.2/F45F2.10.3/F45F2.10.4/F45F2.10.5
21ur-11188,1,/Y54E10BR.8.1
21ur-11204,2,/F18C12.2a.1/F18C12.2b.1
21ur-11211,1,/T13H5.5.1
21ur-1122,12,/C01B4.9a.1/C01B4.9b.1/C47B2.2.1/C47B2.2.2/C47B2.2.3/F07A11.2a.1/F07A11.2a.3/F07A11.2b.1/F07A11.2b.3/F07A11.2b.4/Y19D10A.12a.1/Y19D10A.12b.1
21ur-1123,2,/B0361.5a.1/B0361.5b.1
21ur-11233,3,/Y58A7A.3.1/Y58A7A.3.2/Y58A7A.3.3
21ur-11236,2,/C27A12.8.1/C27A12.8.2
21ur-1124,5,/B0336.6.1/B0336.6.2/W08E3.2.1/W08E3.2.2/Y39A3CR.7.1
21ur-11248,1,/ZK829.3.1
21ur-1126,1,/T20F7.6.1
21ur-1129,18,/C56G2.15.1/ZK742.1a.1/ZK742.1a.2/ZK742.1a.3/ZK742.1a.4/ZK742.1b.1/ZK742.1b.10/ZK742.1b.11/ZK742.1b.12/ZK742.1b.13/ZK742.1b.2/ZK742.1b.3/ZK742.1b.4/ZK742.1b.5/ZK742.1b.6/ZK742.1b.7/ZK742.1b.8/ZK742.1b.9
21ur-1130,3,/T12G3.1a.1/T12G3.1a.2/T12G3.1b.1
21ur-11301,1,/Y18H1A.7a.1
21ur-11314,2,/T06C12.4.1/T06C12.4.2
21ur-11317,2,/F14F7.2.1/F14F7.3.1
21ur-1134,1,/W05H12.2.1
21ur-1135,4,/Y47D3A.16.1/Y47D3A.16.2/Y47D3A.16.3/Y47D3A.16.4
21ur-11353,1,/Y95B8A.5a.1
21ur-11441,1,/T05F1.2.1
21ur-1147,1,/Y45F10D.9.1
21ur-11474,1,/T21G5.3.1
21ur-1150,1,/C14A4.3.1
21ur-1156,1,/C17H12.12.1
21ur-11568,2,/M01F1.2.1/M01F1.2.2
21ur-1158,1,/T13H5.8.1
21ur-11600,1,/Y82E9BR.1.1
21ur-11613,5,/T06E6.2a.1/T06E6.2a.2/T06E6.2a.3/T06E6.2a.4/T06E6.2b.1
21ur-1162,6,/T01H8.1a.1/T01H8.1b.1/T01H8.1b.2/T01H8.1c.1/T01H8.1d.1/T01H8.1e.1
21ur-1166,2,/F09E5.5.1/F09E5.5.2
21ur-1168,4,/Y44E3A.6a.1/Y44E3A.6a.2/Y44E3A.6b.1/Y44E3A.6b.2
21ur-11716,1,/F28H1.5.1
21ur-1175,9,/T22F3.3a.1/T22F3.3b.1/T22F3.3b.2/T22F3.3b.3/T22F3.3b.4/T22F3.3b.5/T22F3.3b.6/T22F3.3b.7/T22F3.3b.8
21ur-11777,1,/Y113G7B.7.1
21ur-11793,7,/F52E4.1a.1/F52E4.1a.2/F52E4.1b.1/F54D11.2.1/F54D11.2.2/F54D11.2.3/F54D11.2.4
21ur-1181,1,/F26E4.11.1
21ur-11847,2,/ZK593.4a.1/ZK593.4b.1
21ur-1186,1,/T03D3.5.1
21ur-11869,2,/C06A5.1.1/C06A5.1.2
21ur-11881,2,/R07E3.5a.1/R07E3.5b.1
21ur-11882,1,/F55D12.5a.1
21ur-119,2,/F26A3.8a.1/F26A3.8b.1
21ur-11912,2,/F22B8.7.1/F22B8.7.2
21ur-1193,2,/R06C7.7a.1/R06C7.7b.1
21ur-1194,10,/C52E12.1.1/F36H1.2a.1/F36H1.2b.1/F36H1.2c.1/F36H1.2e.1/F36H1.2f.1/F36H1.2g.1/F36H1.2h.1/F36H1.2i.1/T01C3.9.1
21ur-11966,2,/K08E4.1.1/K08E4.1.2
21ur-1201,2,/T04A8.16.1/T04A8.16.2
21ur-12021,2,/Y22D7AR.11.1/Y22D7AR.11.2
21ur-1204,1,/C01G12.9.1
21ur-1205,2,/K10D2.6.1/K10D2.6.2
21ur-12053,4,/T25D3.3.1/T25D3.4a.1/T25D3.4b.1/T25D3.4c.1
21ur-1206,6,/Y46G5A.1a.1/Y46G5A.1a.2/Y46G5A.1b.1/Y46G5A.1c.1/Y46G5A.1c.2/Y46G5A.1c.3
21ur-12095,15,/B0280.5.1/B0336.9b.1/B0336.9b.2/B0336.9b.3/B0336.9b.4/B0336.9c.1/B0336.9c.2/B0336.9d.1/B0336.9e.1/B0336.9e.2/F36D1.9.1/R11G10.3.1/T10B11.3.1/Y18D10A.25.1/Y18D10A.25.2
21ur-12099,1,/C27F2.1.1
21ur-12156,2,/R13F6.10.1/R13F6.10.2
21ur-12167,6,/F18H3.3a.1/F18H3.3a.2/F18H3.3a.3/F18H3.3a.4/F18H3.3b.1/F18H3.3b.2
21ur-1217,12,/K05C4.7.1/K05C4.7.2/Y17G7B.2a.1/Y17G7B.2a.2/Y17G7B.2b.1/Y17G7B.2b.2/Y17G7B.2d.1/Y17G7B.2d.2/Y17G7B.2e.1/Y17G7B.2e.2/Y73B6BL.32.1/Y73B6BL.32.2
21ur-12209,3,/F22B3.4.1/F22B3.4.2/F22B3.4.3
21ur-1222,1,/R12E2.10.1
21ur-12264,2,/C41C4.8.1/C41C4.8.2
21ur-12289,5,/ZK1290.4a.1/ZK1290.4b.1/ZK1290.4b.2/ZK1290.4b.3/ZK1290.4c.1
21ur-1229,4,/F33H1.2.1/F33H1.2.2/T09F3.3.1/T09F3.3.2
21ur-12300,4,/F21D5.2a.1/F21D5.2a.2/F21D5.2b.1/F21D5.2c.1
21ur-1233,4,/F44F4.2.1/F44F4.2.2/F44F4.2.3/W01G7.1.1
21ur-1234,13,/D2030.2a.1/D2030.2a.2/D2030.2a.3/D2030.2b.1/D2030.2b.2/D2030.2b.3/D2030.2b.4/F14E5.8.1/F14E5.8.2/F22E5.13.1/F22E5.13.2/F22E5.13.3/F22E5.13.4
21ur-1235,1,/Y94H6A.5a.1
21ur-12395,1,/B0414.6.1
21ur-12414,1,/F09F7.7a.1
21ur-12421,2,/Y111B2A.18.2/Y111B2A.18.3
21ur-12444,4,/E04D5.1a.1/E04D5.1a.2/E04D5.1b.1/E04D5.1b.2
21ur-12447,1,/ZK484.8.1
21ur-1246,3,/Y71F9AL.1.1/Y71F9AL.1.2/Y71F9AL.1.3
21ur-12462,1,/M88.6b.1
21ur-1247,1,/W02F12.6.1
21ur-12476,3,/H12C20.2a.1/H12C20.2a.2/H12C20.2b.1
21ur-1251,15,/C01H6.5a.1/C01H6.5b.1/C01H6.5b.2/C01H6.5c.1/C01H6.5d.1/C01H6.5e.1/C01H6.5e.2/C01H6.5e.3/C01H6.5e.4/C01H6.5e.5/C01H6.5f.1/C06G3.7a.1/C06G3.7a.2/C06G3.7b.1/C06G3.7b.2
21ur-1258,8,/H28G03.2a.1/H28G03.2a.2/H28G03.2c.1/H28G03.2c.2/H28G03.2c.3/H28G03.2c.7/H28G03.2c.8/H28G03.2c.9
21ur-1259,2,/K07C11.8.1/K07C11.8.2
21ur-126,8,/C28C12.10a.1/C28C12.10b.1/C28C12.10c.1/C28C12.10d.1/C28C12.10e.1/C28C12.10f.1/C28C12.10f.2/K10D2.2.1
21ur-1260,2,/F28C6.6.1/F28C6.6.2
21ur-1264,16,/C47E12.4a.1/C47E12.4c.1/C47E12.4c.2/C47E12.4c.3/C47E12.4c.4/C47E12.4d.1/C47E12.4d.10/C47E12.4d.11/C47E12.4d.2/C47E12.4d.3/C47E12.4d.4/C47E12.4d.5/C47E12.4d.6/C47E12.4d.7/C47E12.4d.8/C47E12.4d.9
21ur-1267,6,/F48A11.1a.1/F48A11.1b.1/F48A11.1c.1/T02G5.8.1/T02G5.8.2/T02G5.8.3
21ur-12670,13,/F45F2.9a.1/F45F2.9a.10/F45F2.9a.11/F45F2.9a.2/F45F2.9a.3/F45F2.9a.4/F45F2.9a.5/F45F2.9a.6/F45F2.9a.7/F45F2.9a.8/F45F2.9a.9/F45F2.9b.1/F54C9.9.1
21ur-12688,1,/F11E6.7.1
21ur-1269,3,/C06H2.3a.1/F29D11.1.1/M01F1.1.1
21ur-12693,2,/M28.9.1/M28.9.2
21ur-1272,2,/Y110A2AL.1.1/Y110A2AL.10.1
21ur-1273,4,/F41G4.2b.1/F41G4.2b.2/F41G4.2b.3/F41G4.2b.4
21ur-1274,2,/T13C2.6a.1/T13C2.6b.1
21ur-1278,5,/T06A10.3a.1/T06A10.3b.1/T06A10.3b.2/T06A10.3b.3/T06A10.3c.1
21ur-12818,4,/F55A12.3.1/F55A12.3.2/F55A12.3.3/F55A12.3.4
21ur-12848,6,/T24D1.1a.1/T24D1.1a.2/T24D1.1b.1/T24D1.1b.2/T24D1.1c.1/T24D1.1c.2
21ur-1290,9,/F10E7.11.1/F10E7.11.2/F10E7.11.3/F10E7.11.4/F10E7.11.5/F10E7.11.6/T07F8.4.1/T07F8.4.2/ZC53.6.1
21ur-12903,2,/T08G11.1a.1/T08G11.1b.1
21ur-1291,42,/F54E7.3a.1/F54E7.3a.2/F54E7.3a.3/F54E7.3b.1/F54E7.3b.2/F54E7.3b.3/F54E7.3b.4/F54E7.3c.1/F54E7.3c.2/F54E7.3c.3/F54E7.3d.1/F54E7.3e.1/F54E7.3f.1/F54E7.3f.2/F54E7.3f.3/F54E7.3g.1/F54E7.3g.2/F54E7.3g.3/F54E7.3h.1/F54E7.3i.1/F54E7.3j.1/F54E7.3j.2/F54E7.3j.3/F54E7.3k.1/F54E7.3k.2/F54E7.3k.3/F54E7.3l.1/F54E7.3l.2/F54E7.3l.3/F54E7.3m.1/F54E7.3m.2/F54E7.3m.3/F59E12.2.1/F59E12.2.2/F59E12.2.3/F59E12.2.4/F59E12.2.5/T20B12.7.1/W02B12.6a.1/W09D6.1a.1/W09D6.1b.1/W09D6.1c.1
21ur-12935,2,/T26A8.4.1/T26A8.4.2
21ur-1296,3,/F19B6.2a.1/F19B6.2a.2/F19B6.2b.1
21ur-12979,1,/H28O16.2.1
21ur-12988,5,/C50F4.12.1/C50F4.12.2/C50F4.12.3/Y105E8B.4.1/Y105E8B.4.2
21ur-1299,17,/C06A5.7a.1/C06A5.7a.2/C06A5.7b.1/Y106G6A.2a.1/Y106G6A.2c.1/Y106G6A.2d.1/Y106G6A.2d.2/Y106G6A.2d.3/Y106G6A.2d.4/Y106G6A.2d.5/Y106G6A.2d.6/Y106G6A.2d.7/Y106G6A.2d.8/Y106G6A.2d.9/ZK652.6a.1/ZK652.6c.1/ZK652.6d.1
21ur-1304,3,/C09H10.2.1/C09H10.2.2/F59B1.10.1
21ur-1306,1,/K10C8.1.1
21ur-13064,3,/F49C12.12a.1/F49C12.12a.2/F49C12.12b.1
21ur-1309,1,/T04A8.14.1
21ur-1311,2,/K11H3.8a.1/K11H3.8b.1
21ur-13120,2,/C44B9.4.1/C44B9.4.2
21ur-1320,1,/C29F9.1.1
21ur-1325,1,/F55A12.5.1
21ur-1327,5,/F15B9.4.1/ZK353.1a.1/ZK353.1a.2/ZK353.1b.1/ZK353.1b.2
21ur-133,6,/T12E12.4a.1/T12E12.4a.2/T12E12.4a.3/T12E12.4b.1/T12E12.4b.2/T12E12.4b.3
21ur-1337,1,/C26E6.1.1
21ur-1338,1,/Y57A10A.1.1
21ur-13423,1,/M02F4.1.1
21ur-1343,2,/F11A10.5.1/F11A10.5.2
21ur-13441,1,/F56D1.3.1
21ur-13448,1,/Y39A3CL.1.1
21ur-13463,3,/F35G12.8.1/F35G12.8.2/VW02B12L.4.1
21ur-135,3,/F43E2.1.1/F43E2.1.2/F43E2.1.3
21ur-13505,1,/F22B3.1.1
21ur-13534,3,/F14D2.12.1/F14D2.4a.1/F14D2.4a.2
21ur-13591,3,/Y55F3BR.4a.1/Y55F3BR.4a.2/Y55F3BR.4b.1
21ur-1363,1,/F02A9.6.1
21ur-1364,2,/C27A2.3.1/C27A2.3.2
21ur-1366,2,/C50C3.1.1/C50C3.1.2
21ur-1367,1,/T03D3.5.1
21ur-1373,12,/C27B7.4a.1/C27B7.4a.2/C27B7.4b.1/C27B7.4b.2/C36A4.5.1/D1081.8.1/D2030.6.1/F25D7.4.1/K04B12.3a.1/K04B12.3b.1/K04B12.3b.2/K08H10.9.1
21ur-1378,1,/ZK673.3.1
21ur-138,1,/F37D6.1.1
21ur-1389,1,/Y48G1C.5.1
21ur-13987,1,/T27E9.5.1
21ur-14018,3,/F44B9.6.1/F44B9.6.2/F44B9.6.3
21ur-1404,3,/T04C9.1a.1/T04C9.1b.1/T04C9.1c.1
21ur-14048,3,/ZK829.9.1/ZK829.9.2/ZK829.9.3
21ur-1405,2,/Y47G6A.31.1/Y48B6A.10.1
21ur-1411,1,/Y48G9A.8.1
21ur-1412,12,/F26A3.7.1/F26A3.7.2/F54C9.6.1/F54C9.6.2/F54C9.6.3/W08E12.7.1/W08E12.7.2/W08E12.7.3/W08E12.7.4/W08E12.7.5/W08E12.7.6/W08E12.7.7
21ur-14170,1,/ZK792.5.1
21ur-1419,25,/B0412.3a.3/B0412.4.1/C07E3.2.1/D2024.3.1/D2024.3.10/D2024.3.11/D2024.3.12/D2024.3.13/D2024.3.14/D2024.3.15/D2024.3.2/D2024.3.3/D2024.3.4/D2024.3.5/D2024.3.6/D2024.3.7/D2024.3.8/D2024.3.9/F44E7.4a.1/F44E7.4a.2/F44E7.4b.1/F44E7.4b.2/F44E7.4c.1/F44E7.4c.2/F44E7.4d.1
21ur-143,2,/F12F6.1.1/F12F6.1.2
21ur-14307,2,/K08A2.5c.1/K08A2.5c.2
21ur-14362,2,/K04G7.1.1/K04G7.1.2
21ur-1441,6,/F43D9.4.1/W04D2.6a.1/W04D2.6b.1/W04D2.6c.1/W04D2.6c.2/W04D2.6c.3
21ur-1443,2,/W03H9.2b.1/W03H9.2b.2
