3R5.1a.1,1,/21ur-5222
3R5.1b.1,1,/21ur-5222
AC3.10.1,1,/21ur-3000
AC3.10.2,1,/21ur-3000
AC3.10.3,1,/21ur-3000
AC7.3.1,1,/(type2) 21ur-8
AH6.5.1,1,/21ur-2472
B0001.3a.1,2,/21ur-3352/21ur-572
B0001.3b.1,2,/21ur-3352/21ur-572
B0001.3c.1,2,/21ur-3352/21ur-572
B0001.5.1,1,/21ur-1776
B0001.5.2,1,/21ur-1776
B0024.9a.1,1,/21ur-5405
B0024.9a.2,1,/21ur-5405
B0024.9b.1,1,/21ur-5405
B0035.14a.1,2,/(type2) 21ur-1/21ur-259
B0035.14a.2,2,/(type2) 21ur-1/21ur-259
B0035.14b.1,1,/(type2) 21ur-1
B0035.8.1,1,/21ur-213
B0035.9.1,1,/21ur-2887
B0041.2a.1,1,/21ur-3020
B0041.2a.2,1,/21ur-3020
B0041.2a.3,1,/21ur-3020
B0041.2a.4,1,/21ur-3020
B0041.2b.1,1,/21ur-3020
B0041.2c.1,1,/21ur-3020
B0041.2c.2,1,/21ur-3020
B0041.2c.3,1,/21ur-3020
B0041.2c.4,1,/21ur-3020
B0041.2d.1,1,/21ur-3020
B0041.2e.1,1,/21ur-3020
B0041.2f.1,1,/21ur-3020
B0041.2g.1,1,/21ur-3020
B0041.2g.2,1,/21ur-3020
B0041.2g.3,1,/21ur-3020
B0041.5a.1,1,/21ur-7235
B0041.7.1,1,/21ur-4904
B0041.7.2,1,/21ur-4904
B0041.8.1,1,/21ur-3785
B0041.8.2,1,/21ur-3785
B0047.3.1,1,/21ur-3946
B0205.7.1,1,/21ur-1625
B0205.8.1,1,/21ur-10791
B0205.8.2,1,/21ur-10791
B0207.4.1,1,/21ur-5603
B0207.4.2,1,/21ur-5603
B0212.3.1,1,/21ur-8487
B0212.3.2,1,/21ur-8487
B0218.2.1,1,/21ur-160
B0218.5.1,1,/21ur-2473
B0228.7.1,2,/21ur-561/21ur-6001
B0228.7.2,2,/21ur-561/21ur-6001
B0228.7.3,2,/21ur-561/21ur-6001
B0240.4.1,2,/21ur-1967/21ur-5886
B0250.7b.1,2,/21ur-8099/21ur-9954
B0250.8.1,2,/21ur-4567/21ur-4698
B0261.4a.1,1,/21ur-3860
B0261.4b.1,1,/21ur-3860
B0261.6a.1,1,/21ur-2991
B0261.6b.1,1,/21ur-2991
B0261.6b.3,1,/21ur-2991
B0261.6b.4,1,/21ur-2991
B0273.2.1,2,/21ur-3653/21ur-8070
B0273.2.10,2,/21ur-3653/21ur-8070
B0273.2.11,2,/21ur-3653/21ur-8070
B0273.2.12,2,/21ur-3653/21ur-8070
B0273.2.13,2,/21ur-3653/21ur-8070
B0273.2.14,2,/21ur-3653/21ur-8070
B0273.2.15,2,/21ur-3653/21ur-8070
B0273.2.16,2,/21ur-3653/21ur-8070
B0273.2.17,2,/21ur-3653/21ur-8070
